Latitude cane,GJ net cane energy per GJ NPP,Ha cane,Ha cane normalized to max
-22.625,1.288068561,1.08E+05,0.864
-22.708,1.325454742,1.07E+05,0.856
-22.792,1.382407182,93785,0.75028
-22.875,1.354184736,86522,0.692176
-22.958,1.331917179,80977,0.647816
-23.042,1.308962601,91793,0.734344
-23.125,1.233558184,59797,0.478376
-23.208,1.236169598,50144,0.401152
-23.292,1.170992623,48607,0.388856
-23.375,1.141789655,37124,0.296992
-23.458,1.144094686,28696,0.229568
-23.542,1.169010827,30610,0.24488
-23.625,1.235198954,18632,0.149056
-23.708,1.27467757,23632,0.189056
-23.792,1.454172861,32477,0.259816
-23.875,1.487883891,26960,0.21568
-23.958,1.540856563,16639,0.133112
-24.042,1.233882746,8212.5,0.0657
-24.125,1.176915835,6299.7,0.0503976
-24.208,1.287198981,8985,0.07188
-24.292,1.587866071,8330.2,0.0666416
-24.375,2.021834686,8642.1,0.0691368
-24.458,2.089909648,6453.4,0.0516272
-24.542,1.967892139,4639.9,0.0371192
-24.625,1.614331652,3375.5,0.027004
-24.708,1.608282104,3311.5,0.026492
-24.792,1.47216527,3349.2,0.0267936
-24.875,1.753475977,3902.1,0.0312168
-24.958,1.579943949,4668.4,0.0373472
-25.042,1.476119855,3575,0.0286
-25.125,1.523755124,2926.8,0.0234144
-25.208,1.704870452,5209.1,0.0416728
-25.292,1.723459622,6992.2,0.0559376
-25.375,1.948911299,8806.9,0.0704552
-25.458,1.52406266,9762.5,0.0781
-25.542,1.390356013,9170.5,0.073364
-25.625,1.259296085,9374.7,0.0749976
-25.708,1.251499733,9633.1,0.0770648
-25.792,1.326373085,7360.7,0.0588856
-25.875,1.243008021,10305,0.08244
-25.958,1.439161676,11870,0.09496
-26.042,1.432424537,9038.5,0.072308
-26.125,1.478064495,6711.7,0.0536936
-26.208,2.00281112,7746.5,0.061972
-26.292,2.207840366,7699.4,0.0615952
-26.375,2.064219265,6346.7,0.0507736
-26.458,2.089000433,4440.9,0.0355272
-26.542,2.061016885,4534.3,0.0362744
-26.625,1.897407514,4972.6,0.0397808
-26.708,1.909490609,5970.3,0.0477624
-26.792,1.847731959,10892,0.087136
-26.875,1.955990546,22805,0.18244
-26.958,2.03085013,24239,0.193912
-27.042,2.02358481,30953,0.247624
-27.125,1.981500433,20249,0.161992
-27.208,1.957961418,24333,0.194664
-27.292,1.907480149,20793,0.166344
-27.375,1.934252863,19912,0.159296
-27.458,2.157185284,20362,0.162896
-27.542,1.965368784,12474,0.099792
-27.625,1.890623336,7515.7,0.0601256
-27.708,1.412334859,4224.6,0.0337968
-27.792,1.2818878,4620.8,0.0369664
-27.875,1.608769103,3711.7,0.0296936
-27.958,1.578122824,4513.2,0.0361056
-28.042,1.382156565,4057.2,0.0324576
-28.125,1.286628658,5901.5,0.047212
-28.208,1.178963621,4857.4,0.0388592
-28.292,1.262744788,3921.3,0.0313704
-28.375,1.266226453,2041.9,0.0163352
-28.458,1.43446862,6490.3,0.0519224
-28.542,1.586062885,5733.8,0.0458704
-28.625,1.599903546,7396.2,0.0591696
-28.708,1.495712038,9365.2,0.0749216
-28.792,1.418743404,11020,0.08816
-28.875,1.458611812,12731,0.101848
-28.958,1.451208215,11401,0.091208
-29.042,1.43311301,18623,0.148984
-29.125,1.41040673,8662.5,0.0693
-29.208,1.453825779,9863.4,0.0789072
-29.292,1.510700633,25429,0.203432
-29.375,1.589367936,41244,0.329952
-29.458,1.654321613,38092,0.304736
-29.542,1.512421397,12245,0.09796
-29.625,1.499418794,11621,0.092968
-29.708,1.543357091,10007,0.080056
-29.792,1.610240065,11706,0.093648
-29.875,1.53396633,7093.2,0.0567456
-29.958,1.544333446,8315.8,0.0665264
-30.042,1.244085409,3385.6,0.0270848
-30.125,1.214373157,999.07,0.00799256
-30.208,1.488097932,2601.3,0.0208104
-30.292,1.520249016,16314,0.130512
-30.375,1.408369765,5054.2,0.0404336
-30.458,1.539353109,6073.9,0.0485912
-30.542,1.323379933,1367,0.010936
-30.625,1.598732532,2918.6,0.0233488
-30.708,1.561837309,15446,0.123568
-30.792,1.546973292,8986.9,0.0718952
-30.875,1.241443563,402.14,0.00321712
-30.958,1.544572425,1505.4,0.0120432
-31.042,1.555980647,697.34,0.00557872
-31.125,1.49136126,222,0.001776
-31.208,1.492952045,223.49,0.00178792
-31.292,1.472608498,278.21,0.00222568
-31.375,1.47228144,326.08,0.00260864
-31.458,1.517348041,352.21,0.00281768
-31.542,1.536215881,384.24,0.00307392
-31.625,1.559511489,465.6,0.0037248
-31.708,1.580950583,601.07,0.00480856
-31.792,1.598744755,683.72,0.00546976
-31.875,1.609732229,671.43,0.00537144
-31.958,1.593683188,609.5,0.004876
-32.042,1.58604105,553.48,0.00442784
-32.125,1.58206201,282.76,0.00226208
